id,ward_id,title,category,agency,permit_required,estimated_cost_lakh,expected_beneficiaries,beneficiary_ci_low,beneficiary_ci_high,beneficiary_method,impact_per_lakh,feasibility,equity_need,urgency,impact_signal
1551,46,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,0.48,843,523,1194,bayesian-gamma-poisson-montecarlo-v2,1755.777,0.7638,0.4783,0.6221,0.68141
1552,46,Pocket park and tree corridor - Cluster 22,Green,RAJUK,False,1.951,897,578,1228,bayesian-gamma-poisson-montecarlo-v2,459.796,0.7703,0.5351,0.4922,0.53638
1553,46,Canal edge desilting - Cluster 23,Water,WASA,False,3.496,1007,643,1382,bayesian-gamma-poisson-montecarlo-v2,288.067,0.7595,0.5727,0.6806,0.56402
1554,46,Community safety lighting - Cluster 24,Public Safety,City Corporation,False,1.121,896,589,1259,bayesian-gamma-poisson-montecarlo-v2,799.2,0.9558,0.4763,0.5245,0.60547
1555,46,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,0.737,980,617,1320,bayesian-gamma-poisson-montecarlo-v2,1330.077,0.7416,0.4587,0.5208,0.61025
1556,46,Road patch and resurfacing - Cluster 26,Road,LGED,False,2.743,740,339,1133,bayesian-gamma-poisson-montecarlo-v2,269.815,0.7713,0.4745,0.5126,0.48788
1557,46,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,1.183,905,588,1250,bayesian-gamma-poisson-montecarlo-v2,764.699,0.55,0.6523,0.3841,0.4906
1558,46,Pocket park and tree corridor - Cluster 28,Green,RAJUK,True,0.531,902,570,1264,bayesian-gamma-poisson-montecarlo-v2,1699.88,0.7273,0.52,0.3574,0.56282
1559,46,Canal edge desilting - Cluster 29,Water,WASA,False,1.322,1014,651,1364,bayesian-gamma-poisson-montecarlo-v2,766.877,0.7952,0.5211,0.6492,0.60557
1560,46,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,0.601,859,485,1276,bayesian-gamma-poisson-montecarlo-v2,1430.441,0.6593,0.5321,0.563,0.61079
1561,46,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,0.89,1003,656,1381,bayesian-gamma-poisson-montecarlo-v2,1126.769,0.99,0.5067,0.5616,0.63796
1562,46,Road patch and resurfacing - Cluster 32,Road,LGED,False,2.694,733,381,1091,bayesian-gamma-poisson-montecarlo-v2,272.056,0.884,0.4968,0.5043,0.53205
1563,46,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,0.724,877,539,1231,bayesian-gamma-poisson-montecarlo-v2,1210.702,0.9275,0.3814,0.5768,0.64007
1564,46,Pocket park and tree corridor - Cluster 34,Green,RAJUK,True,1.589,941,608,1305,bayesian-gamma-poisson-montecarlo-v2,592.198,0.99,0.4614,0.4654,0.54819
1565,47,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,0.973,991,654,1362,bayesian-gamma-poisson-montecarlo-v2,1018.463,0.6807,0.3669,0.634,0.55737
1566,47,Road patch and resurfacing - Cluster 2,Road,LGED,False,2.073,625,255,1031,bayesian-gamma-poisson-montecarlo-v2,301.482,0.7709,0.5237,0.572,0.54047
1567,47,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,1.2,893,541,1288,bayesian-gamma-poisson-montecarlo-v2,744.283,0.7212,0.4924,0.4542,0.50867
1568,47,Pocket park and tree corridor - Cluster 4,Green,RAJUK,False,1.48,819,471,1172,bayesian-gamma-poisson-montecarlo-v2,553.436,0.906,0.5303,0.578,0.59322
1569,47,Canal edge desilting - Cluster 5,Water,WASA,False,1.668,992,626,1355,bayesian-gamma-poisson-montecarlo-v2,594.588,0.3783,0.6495,0.5833,0.48032
1570,47,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,0.651,738,393,1099,bayesian-gamma-poisson-montecarlo-v2,1133.883,0.6465,0.2712,0.6292,0.52099
1571,47,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,False,1.062,981,651,1344,bayesian-gamma-poisson-montecarlo-v2,923.675,0.99,0.6469,0.7336,0.69138
1572,47,Road patch and resurfacing - Cluster 8,Road,LGED,True,2.123,656,289,1042,bayesian-gamma-poisson-montecarlo-v2,308.958,0.5292,0.4615,0.6084,0.47962
1573,47,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,0.873,852,522,1211,bayesian-gamma-poisson-montecarlo-v2,975.894,0.9105,0.4247,0.4367,0.59919
1574,47,Pocket park and tree corridor - Cluster 10,Green,RAJUK,False,2.196,892,561,1243,bayesian-gamma-poisson-montecarlo-v2,406.28,0.7264,0.504,0.5421,0.53103
1575,47,Canal edge desilting - Cluster 11,Water,WASA,False,1.965,1001,631,1386,bayesian-gamma-poisson-montecarlo-v2,509.386,0.7975,0.3591,0.652,0.55379
1576,47,Community safety lighting - Cluster 12,Public Safety,City Corporation,True,0.713,780,419,1139,bayesian-gamma-poisson-montecarlo-v2,1093.959,0.6286,0.4595,0.5296,0.55307
1577,47,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,False,1.51,984,629,1356,bayesian-gamma-poisson-montecarlo-v2,651.537,0.5266,0.4513,0.5474,0.51872
1578,47,Road patch and resurfacing - Cluster 14,Road,LGED,False,1.03,422,175,699,bayesian-gamma-poisson-montecarlo-v2,409.755,0.8284,0.5167,0.4634,0.51172
1579,47,Waste hotspot clearance - Cluster 15,Waste,City Corporation,False,0.432,684,347,1057,bayesian-gamma-poisson-montecarlo-v2,1584.125,0.8488,0.3717,0.5416,0.65765
1580,47,Pocket park and tree corridor - Cluster 16,Green,RAJUK,True,0.828,722,362,1090,bayesian-gamma-poisson-montecarlo-v2,871.789,0.687,0.4572,0.5916,0.54169
1581,47,Canal edge desilting - Cluster 17,Water,WASA,True,2.388,971,633,1356,bayesian-gamma-poisson-montecarlo-v2,406.583,0.6686,0.5112,0.5264,0.49571
1582,47,Community safety lighting - Cluster 18,Public Safety,City Corporation,False,0.686,742,414,1046,bayesian-gamma-poisson-montecarlo-v2,1081.781,0.84,0.4825,0.4288,0.55442
1583,47,Drain cleaning micro-package - Cluster 19,Drainage,City Corporation,True,1.127,975,605,1350,bayesian-gamma-poisson-montecarlo-v2,865.5,0.675,0.5383,0.6098,0.61713
1584,47,Road patch and resurfacing - Cluster 20,Road,LGED,False,2.023,635,268,1031,bayesian-gamma-poisson-montecarlo-v2,313.953,0.648,0.5227,0.6319,0.53055
1585,47,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,1.093,879,557,1207,bayesian-gamma-poisson-montecarlo-v2,804.033,0.837,0.4241,0.5989,0.60015
1586,47,Pocket park and tree corridor - Cluster 22,Green,RAJUK,False,2.182,877,524,1279,bayesian-gamma-poisson-montecarlo-v2,401.934,0.72,0.4356,0.6935,0.53852
1587,47,Canal edge desilting - Cluster 23,Water,WASA,False,0.832,959,624,1327,bayesian-gamma-poisson-montecarlo-v2,1152.398,0.6956,0.5131,0.5613,0.61959
1588,47,Community safety lighting - Cluster 24,Public Safety,City Corporation,True,0.575,694,378,1015,bayesian-gamma-poisson-montecarlo-v2,1206.077,0.6522,0.5304,0.3916,0.53822
1589,47,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,0.695,987,629,1357,bayesian-gamma-poisson-montecarlo-v2,1420.143,0.8279,0.4639,0.6411,0.67577
1590,47,Road patch and resurfacing - Cluster 26,Road,LGED,False,1.57,557,217,939,bayesian-gamma-poisson-montecarlo-v2,354.701,0.758,0.3667,0.4692,0.45855
1591,47,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,0.397,658,332,1064,bayesian-gamma-poisson-montecarlo-v2,1658.864,0.6929,0.4793,0.461,0.6358
1592,47,Pocket park and tree corridor - Cluster 28,Green,RAJUK,True,0.581,598,318,958,bayesian-gamma-poisson-montecarlo-v2,1028.555,0.7623,0.3233,0.497,0.54647
1593,47,Canal edge desilting - Cluster 29,Water,WASA,False,1.141,950,611,1346,bayesian-gamma-poisson-montecarlo-v2,832.454,0.4848,0.5284,0.6338,0.55625
1594,47,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,1.197,809,457,1216,bayesian-gamma-poisson-montecarlo-v2,676.126,0.6197,0.4966,0.4007,0.45839
1595,47,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,1.084,965,623,1335,bayesian-gamma-poisson-montecarlo-v2,890.362,0.7663,0.6452,0.6173,0.63885
1596,47,Road patch and resurfacing - Cluster 32,Road,LGED,True,2.706,673,304,1064,bayesian-gamma-poisson-montecarlo-v2,248.661,0.4505,0.4951,0.6208,0.44385
1597,47,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,1.127,883,538,1242,bayesian-gamma-poisson-montecarlo-v2,783.827,0.6976,0.3371,0.4668,0.47362
1598,47,Pocket park and tree corridor - Cluster 34,Green,RAJUK,False,1.794,834,495,1216,bayesian-gamma-poisson-montecarlo-v2,464.926,0.8336,0.528,0.4306,0.56109
1599,48,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,0.625,980,601,1379,bayesian-gamma-poisson-montecarlo-v2,1568.652,0.6341,0.3676,0.6225,0.61715
1600,48,Road patch and resurfacing - Cluster 2,Road,LGED,False,1.211,436,170,713,bayesian-gamma-poisson-montecarlo-v2,359.947,0.8909,0.4115,0.523,0.49943
1601,48,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,0.86,750,374,1106,bayesian-gamma-poisson-montecarlo-v2,872.379,0.729,0.3786,0.4765,0.49027
1602,48,Pocket park and tree corridor - Cluster 4,Green,RAJUK,False,1.514,707,341,1137,bayesian-gamma-poisson-montecarlo-v2,467.107,0.8331,0.491,0.538,0.5612
1603,48,Canal edge desilting - Cluster 5,Water,WASA,True,2.821,980,628,1342,bayesian-gamma-poisson-montecarlo-v2,347.452,0.7185,0.4419,0.6063,0.52848
1604,48,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,0.7,619,298,978,bayesian-gamma-poisson-montecarlo-v2,884.574,0.8019,0.4757,0.5188,0.55082
1605,48,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,False,0.436,935,559,1351,bayesian-gamma-poisson-montecarlo-v2,2146.76,0.99,0.4481,0.4134,0.7151
1606,48,Road patch and resurfacing - Cluster 8,Road,LGED,False,0.856,311,116,525,bayesian-gamma-poisson-montecarlo-v2,363.353,0.753,0.4896,0.5357,0.51531
1607,48,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,1.025,814,431,1184,bayesian-gamma-poisson-montecarlo-v2,794.376,0.99,0.4517,0.3876,0.54313
1608,48,Pocket park and tree corridor - Cluster 10,Green,RAJUK,True,2.134,742,388,1162,bayesian-gamma-poisson-montecarlo-v2,347.683,0.8196,0.3576,0.4286,0.44993
1609,48,Canal edge desilting - Cluster 11,Water,WASA,True,2.236,1028,660,1412,bayesian-gamma-poisson-montecarlo-v2,459.767,0.9391,0.4188,0.59,0.53115
1610,48,Community safety lighting - Cluster 12,Public Safety,City Corporation,False,1.333,790,404,1164,bayesian-gamma-poisson-montecarlo-v2,592.863,0.897,0.4965,0.5414,0.55183
1611,48,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,False,1.241,1001,623,1372,bayesian-gamma-poisson-montecarlo-v2,806.305,0.7869,0.5405,0.617,0.59665
1612,48,Road patch and resurfacing - Cluster 14,Road,LGED,False,2.797,637,279,1079,bayesian-gamma-poisson-montecarlo-v2,227.777,0.7891,0.4621,0.4833,0.44642
1613,48,Waste hotspot clearance - Cluster 15,Waste,City Corporation,False,0.571,665,337,1022,bayesian-gamma-poisson-montecarlo-v2,1165.101,0.5097,0.417,0.4829,0.46276
1614,48,Pocket park and tree corridor - Cluster 16,Green,RAJUK,True,0.72,508,219,849,bayesian-gamma-poisson-montecarlo-v2,705.196,0.4696,0.3911,0.4271,0.42302
1615,48,Canal edge desilting - Cluster 17,Water,WASA,True,2.483,996,666,1357,bayesian-gamma-poisson-montecarlo-v2,401.122,0.6688,0.3549,0.7192,0.51563
1616,48,Community safety lighting - Cluster 18,Public Safety,City Corporation,False,0.407,420,186,734,bayesian-gamma-poisson-montecarlo-v2,1032.004,0.8006,0.6007,0.5411,0.64953
1617,48,Drain cleaning micro-package - Cluster 19,Drainage,City Corporation,False,0.589,986,630,1408,bayesian-gamma-poisson-montecarlo-v2,1673.139,0.6849,0.2464,0.673,0.6157
1618,48,Road patch and resurfacing - Cluster 20,Road,LGED,False,2.293,590,228,969,bayesian-gamma-poisson-montecarlo-v2,257.34,0.9032,0.4449,0.4627,0.52409
1619,48,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,0.513,607,303,936,bayesian-gamma-poisson-montecarlo-v2,1183.347,0.8662,0.4706,0.4996,0.60237
1620,48,Pocket park and tree corridor - Cluster 22,Green,RAJUK,True,1.023,609,299,962,bayesian-gamma-poisson-montecarlo-v2,595.361,0.5182,0.4155,0.5192,0.48264
1621,48,Canal edge desilting - Cluster 23,Water,WASA,True,1.061,991,630,1377,bayesian-gamma-poisson-montecarlo-v2,934.201,0.6338,0.3533,0.6081,0.50376
1622,48,Community safety lighting - Cluster 24,Public Safety,City Corporation,False,1.008,713,330,1133,bayesian-gamma-poisson-montecarlo-v2,707.158,0.8874,0.543,0.4359,0.55301
1623,48,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,0.456,942,585,1330,bayesian-gamma-poisson-montecarlo-v2,2064.377,0.7588,0.4286,0.6986,0.73432
1624,48,Road patch and resurfacing - Cluster 26,Road,LGED,False,0.735,279,106,469,bayesian-gamma-poisson-montecarlo-v2,379.556,0.81,0.4757,0.5894,0.56938
1625,48,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,0.454,581,266,961,bayesian-gamma-poisson-montecarlo-v2,1279.99,0.8681,0.4835,0.5018,0.60968
1626,48,Pocket park and tree corridor - Cluster 28,Green,RAJUK,True,1.718,718,359,1101,bayesian-gamma-poisson-montecarlo-v2,417.92,0.4282,0.554,0.4454,0.42513
1627,48,Canal edge desilting - Cluster 29,Water,WASA,False,1.296,984,611,1378,bayesian-gamma-poisson-montecarlo-v2,759.196,0.7781,0.4698,0.6817,0.62063
1628,48,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,1.217,747,357,1104,bayesian-gamma-poisson-montecarlo-v2,613.571,0.741,0.4459,0.4686,0.51411
1629,48,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,0.484,932,623,1301,bayesian-gamma-poisson-montecarlo-v2,1926.582,0.6156,0.5257,0.6031,0.6749
1630,48,Road patch and resurfacing - Cluster 32,Road,LGED,False,2.169,553,226,927,bayesian-gamma-poisson-montecarlo-v2,255.011,0.8771,0.3591,0.5928,0.53093
1631,48,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,0.878,804,427,1204,bayesian-gamma-poisson-montecarlo-v2,915.532,0.7509,0.4859,0.4508,0.55855
1632,48,Pocket park and tree corridor - Cluster 34,Green,RAJUK,False,1.482,705,354,1094,bayesian-gamma-poisson-montecarlo-v2,475.632,0.4811,0.3003,0.4499,0.3763
1633,49,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,1.127,1026,670,1403,bayesian-gamma-poisson-montecarlo-v2,910.063,0.8198,0.5687,0.5729,0.61349
1634,49,Road patch and resurfacing - Cluster 2,Road,LGED,True,1.116,732,346,1180,bayesian-gamma-poisson-montecarlo-v2,655.667,0.7234,0.4806,0.4107,0.43853
1635,49,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,0.891,852,545,1164,bayesian-gamma-poisson-montecarlo-v2,955.937,0.7427,0.4595,0.5546,0.57746
1636,49,Pocket park and tree corridor - Cluster 4,Green,RAJUK,False,1.777,941,597,1286,bayesian-gamma-poisson-montecarlo-v2,529.569,0.8804,0.4028,0.5765,0.59249
1637,49,Canal edge desilting - Cluster 5,Water,WASA,False,1.588,999,639,1347,bayesian-gamma-poisson-montecarlo-v2,629.192,0.8972,0.4741,0.6054,0.59684
1638,49,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,0.598,886,545,1241,bayesian-gamma-poisson-montecarlo-v2,1480.688,0.99,0.3585,0.4209,0.59128
1639,49,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,False,1.286,997,656,1363,bayesian-gamma-poisson-montecarlo-v2,775.353,0.7023,0.5966,0.5518,0.57706
1640,49,Road patch and resurfacing - Cluster 8,Road,LGED,False,1.753,786,393,1175,bayesian-gamma-poisson-montecarlo-v2,448.369,0.6876,0.5502,0.4491,0.49379
1641,49,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,1.131,912,564,1278,bayesian-gamma-poisson-montecarlo-v2,806.133,0.4874,0.3959,0.5936,0.48373
1642,49,Pocket park and tree corridor - Cluster 10,Green,RAJUK,False,1.788,939,594,1302,bayesian-gamma-poisson-montecarlo-v2,525.291,0.8907,0.4803,0.5905,0.53807
1643,49,Canal edge desilting - Cluster 11,Water,WASA,True,2.94,1054,671,1499,bayesian-gamma-poisson-montecarlo-v2,358.446,0.7493,0.3871,0.7453,0.57366
1644,49,Community safety lighting - Cluster 12,Public Safety,City Corporation,False,0.541,891,551,1242,bayesian-gamma-poisson-montecarlo-v2,1646.11,0.6996,0.4534,0.5687,0.63364
1645,49,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,False,0.771,992,643,1360,bayesian-gamma-poisson-montecarlo-v2,1287.007,0.5909,0.4445,0.5308,0.55801
1646,49,Road patch and resurfacing - Cluster 14,Road,LGED,False,0.637,541,211,923,bayesian-gamma-poisson-montecarlo-v2,849.717,0.6176,0.6543,0.608,0.62695
1647,49,Waste hotspot clearance - Cluster 15,Waste,City Corporation,False,0.413,907,534,1305,bayesian-gamma-poisson-montecarlo-v2,2194.728,0.6976,0.588,0.5551,0.71569
1648,49,Pocket park and tree corridor - Cluster 16,Green,RAJUK,False,1.017,910,563,1270,bayesian-gamma-poisson-montecarlo-v2,894.535,0.9843,0.4028,0.4427,0.5679
1649,49,Canal edge desilting - Cluster 17,Water,WASA,False,2.211,1004,655,1407,bayesian-gamma-poisson-montecarlo-v2,454.194,0.8726,0.366,0.617,0.52585
1650,49,Community safety lighting - Cluster 18,Public Safety,City Corporation,False,0.392,810,482,1145,bayesian-gamma-poisson-montecarlo-v2,2066.144,0.7844,0.5942,0.4909,0.72027
1651,49,Drain cleaning micro-package - Cluster 19,Drainage,City Corporation,False,1.53,1008,653,1423,bayesian-gamma-poisson-montecarlo-v2,658.891,0.7927,0.4943,0.5174,0.55294
1652,49,Road patch and resurfacing - Cluster 20,Road,LGED,True,0.998,701,334,1118,bayesian-gamma-poisson-montecarlo-v2,702.498,0.5012,0.4492,0.4888,0.4496
1653,49,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,0.997,951,566,1314,bayesian-gamma-poisson-montecarlo-v2,954.309,0.99,0.4594,0.5089,0.62783
1654,49,Pocket park and tree corridor - Cluster 22,Green,RAJUK,True,1.926,918,595,1307,bayesian-gamma-poisson-montecarlo-v2,476.744,0.6152,0.5878,0.5561,0.55216
1655,49,Canal edge desilting - Cluster 23,Water,WASA,False,3.228,1011,655,1390,bayesian-gamma-poisson-montecarlo-v2,313.189,0.9037,0.5128,0.5067,0.54825
1656,49,Community safety lighting - Cluster 24,Public Safety,City Corporation,False,0.621,913,585,1270,bayesian-gamma-poisson-montecarlo-v2,1470.628,0.9104,0.4743,0.4424,0.64024
1657,49,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,True,1.318,1015,668,1382,bayesian-gamma-poisson-montecarlo-v2,769.859,0.5522,0.5572,0.5947,0.54338
1658,49,Road patch and resurfacing - Cluster 26,Road,LGED,True,1.461,787,377,1222,bayesian-gamma-poisson-montecarlo-v2,538.712,0.7995,0.6145,0.5105,0.57737
1659,49,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,1.169,886,561,1220,bayesian-gamma-poisson-montecarlo-v2,757.843,0.7514,0.5896,0.586,0.59242
1660,49,Pocket park and tree corridor - Cluster 28,Green,RAJUK,False,0.472,916,590,1285,bayesian-gamma-poisson-montecarlo-v2,1941.644,0.6067,0.5137,0.5813,0.71566
1661,49,Canal edge desilting - Cluster 29,Water,WASA,True,3.325,1014,675,1339,bayesian-gamma-poisson-montecarlo-v2,305.007,0.6989,0.5997,0.4873,0.51558
1662,49,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,1.152,905,604,1252,bayesian-gamma-poisson-montecarlo-v2,785.274,0.7517,0.396,0.5431,0.5319
1663,49,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,0.866,1012,653,1434,bayesian-gamma-poisson-montecarlo-v2,1168.077,0.8419,0.4703,0.6341,0.67289
1664,49,Road patch and resurfacing - Cluster 32,Road,LGED,False,1.159,707,301,1137,bayesian-gamma-poisson-montecarlo-v2,609.827,0.7857,0.4695,0.4367,0.48586
1665,49,Waste hotspot clearance - Cluster 33,Waste,City Corporation,True,1.175,920,605,1234,bayesian-gamma-poisson-montecarlo-v2,782.899,0.7138,0.3911,0.4934,0.5113
1666,49,Pocket park and tree corridor - Cluster 34,Green,RAJUK,True,1.073,926,592,1272,bayesian-gamma-poisson-montecarlo-v2,863.025,0.8853,0.6103,0.4633,0.57954
1667,50,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,0.517,1000,619,1438,bayesian-gamma-poisson-montecarlo-v2,1933.344,0.7565,0.6502,0.6409,0.72618
1668,50,Road patch and resurfacing - Cluster 2,Road,LGED,False,2.798,839,464,1238,bayesian-gamma-poisson-montecarlo-v2,299.9,0.6779,0.5631,0.4388,0.45708
1669,50,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,0.609,900,561,1290,bayesian-gamma-poisson-montecarlo-v2,1477.154,0.5566,0.6655,0.6288,0.65308
1670,50,Pocket park and tree corridor - Cluster 4,Green,RAJUK,False,1.806,893,552,1251,bayesian-gamma-poisson-montecarlo-v2,494.521,0.8067,0.5992,0.473,0.60167
1671,50,Canal edge desilting - Cluster 5,Water,WASA,True,1.041,1009,663,1370,bayesian-gamma-poisson-montecarlo-v2,969.365,0.8153,0.5867,0.641,0.6218
1672,50,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,1.059,905,610,1259,bayesian-gamma-poisson-montecarlo-v2,854.393,0.6539,0.6508,0.4955,0.58135
1673,50,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,False,1.263,993,614,1398,bayesian-gamma-poisson-montecarlo-v2,786.078,0.9047,0.6392,0.6137,0.63527
1674,50,Road patch and resurfacing - Cluster 8,Road,LGED,False,2.633,843,464,1207,bayesian-gamma-poisson-montecarlo-v2,320.134,0.9743,0.4676,0.4222,0.51348
1675,50,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,0.446,904,573,1269,bayesian-gamma-poisson-montecarlo-v2,2027.289,0.735,0.7784,0.421,0.70688
1676,50,Pocket park and tree corridor - Cluster 10,Green,RAJUK,True,1.724,916,601,1236,bayesian-gamma-poisson-montecarlo-v2,531.18,0.9346,0.4852,0.4887,0.56238
1677,50,Canal edge desilting - Cluster 11,Water,WASA,False,2.383,1004,662,1380,bayesian-gamma-poisson-montecarlo-v2,421.308,0.6516,0.4716,0.5863,0.48423
1678,50,Community safety lighting - Cluster 12,Public Safety,City Corporation,False,1.054,887,572,1230,bayesian-gamma-poisson-montecarlo-v2,841.288,0.7883,0.5102,0.3956,0.51064
1679,50,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,True,0.74,974,644,1307,bayesian-gamma-poisson-montecarlo-v2,1316.604,0.6327,0.6017,0.7251,0.70536
1680,50,Road patch and resurfacing - Cluster 14,Road,LGED,True,1.01,680,316,1065,bayesian-gamma-poisson-montecarlo-v2,673.085,0.7571,0.5714,0.6505,0.62594
1681,50,Waste hotspot clearance - Cluster 15,Waste,City Corporation,False,0.479,903,564,1238,bayesian-gamma-poisson-montecarlo-v2,1885.939,0.8574,0.6362,0.5458,0.72573
1682,50,Pocket park and tree corridor - Cluster 16,Green,RAJUK,False,0.56,922,598,1279,bayesian-gamma-poisson-montecarlo-v2,1646.261,0.5876,0.7033,0.4962,0.70389
1683,50,Canal edge desilting - Cluster 17,Water,WASA,True,1.205,979,647,1310,bayesian-gamma-poisson-montecarlo-v2,812.64,0.8907,0.4532,0.6464,0.60862
1684,50,Community safety lighting - Cluster 18,Public Safety,City Corporation,False,0.871,948,594,1325,bayesian-gamma-poisson-montecarlo-v2,1088.987,0.7914,0.5395,0.5856,0.63513
1685,50,Drain cleaning micro-package - Cluster 19,Drainage,City Corporation,True,0.638,976,662,1345,bayesian-gamma-poisson-montecarlo-v2,1530.879,0.8675,0.5316,0.5645,0.62494
1686,50,Road patch and resurfacing - Cluster 20,Road,LGED,False,0.829,628,288,987,bayesian-gamma-poisson-montecarlo-v2,757.978,0.962,0.4828,0.5674,0.63394
1687,50,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,0.99,957,605,1344,bayesian-gamma-poisson-montecarlo-v2,966.269,0.8562,0.5333,0.4916,0.57373
1688,50,Pocket park and tree corridor - Cluster 22,Green,RAJUK,False,1.182,911,576,1265,bayesian-gamma-poisson-montecarlo-v2,770.691,0.6241,0.7523,0.5027,0.59348
1689,50,Canal edge desilting - Cluster 23,Water,WASA,False,2.155,974,630,1336,bayesian-gamma-poisson-montecarlo-v2,451.928,0.6768,0.5795,0.7232,0.57444
1690,50,Community safety lighting - Cluster 24,Public Safety,City Corporation,False,1.12,920,581,1286,bayesian-gamma-poisson-montecarlo-v2,821.773,0.7965,0.5387,0.5457,0.56996
1691,50,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,1.053,988,637,1336,bayesian-gamma-poisson-montecarlo-v2,938.342,0.8325,0.494,0.6283,0.62595
1692,50,Road patch and resurfacing - Cluster 26,Road,LGED,True,0.942,656,291,1088,bayesian-gamma-poisson-montecarlo-v2,696.367,0.8119,0.4339,0.4817,0.51135
1693,50,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,0.7,899,537,1289,bayesian-gamma-poisson-montecarlo-v2,1284.202,0.6976,0.7669,0.4673,0.63634
1694,50,Pocket park and tree corridor - Cluster 28,Green,RAJUK,False,1.878,925,578,1316,bayesian-gamma-poisson-montecarlo-v2,492.426,0.4959,0.5929,0.6105,0.51603
1695,50,Canal edge desilting - Cluster 29,Water,WASA,True,2.443,996,624,1422,bayesian-gamma-poisson-montecarlo-v2,407.695,0.6052,0.5678,0.6236,0.53834
1696,50,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,0.887,928,576,1320,bayesian-gamma-poisson-montecarlo-v2,1046.366,0.5539,0.5284,0.6177,0.56389
1697,50,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,0.975,994,643,1376,bayesian-gamma-poisson-montecarlo-v2,1019.184,0.7349,0.52,0.6107,0.61762
1698,50,Road patch and resurfacing - Cluster 32,Road,LGED,False,2.184,849,490,1214,bayesian-gamma-poisson-montecarlo-v2,388.696,0.6367,0.5078,0.5401,0.54504
1699,50,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,0.703,905,569,1257,bayesian-gamma-poisson-montecarlo-v2,1286.601,0.7346,0.5888,0.4511,0.61043
1700,50,Pocket park and tree corridor - Cluster 34,Green,RAJUK,False,1.017,919,568,1308,bayesian-gamma-poisson-montecarlo-v2,903.801,0.7219,0.5026,0.5285,0.55084
1701,51,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,0.417,1005,658,1375,bayesian-gamma-poisson-montecarlo-v2,2407.206,0.2876,0.6566,0.6267,0.69374
1702,51,Road patch and resurfacing - Cluster 2,Road,LGED,False,2.469,832,468,1192,bayesian-gamma-poisson-montecarlo-v2,337.008,0.6813,0.5635,0.486,0.48805
